"","Symbol","freq_bill_code","freq_customer_code","FullName"
"8797","2153",6,8,"北京中长石基信息技术股份有限公司"
"8807","2154",4,16,"浙江报喜鸟服饰股份有限公司"
"8808","2154",4,16,"报喜鸟控股股份有限公司"
"8817","2155",4,4416,"湖南黄金股份有限公司"
"8821","2156",5,5,"通富微电子股份有限公司"
"8827","2157",4,14,"江西正邦科技股份有限公司"
"8833","2158",5,5,"上海汉钟精机股份有限公司"
"8843","2160",1,1,"江苏常铝铝业股份有限公司"
"8845","2161",3,3,"深圳市远望谷信息技术股份有限公司"
"8849","2163",3,3,"中航三鑫股份有限公司"
"8853","2164",1,3,"宁波东力股份有限公司"
"8855","2165",1,1,"红宝丽集团股份有限公司"
"8857","2166",3,3,"桂林莱茵生物科技股份有限公司"
"8862","2167",2,2,"广东东方锆业科技股份有限公司"
"8866","2168",2,2,"深圳市惠程电气股份有限公司"
"8867","2168",2,2,"深圳市惠程信息科技股份有限公司"
"8869","2169",1,4,"广州智光电气股份有限公司"
"8870","2170",1,1,"深圳市芭田生态工程股份有限公司"
"8872","2171",3,6,"安徽楚江科技新材料股份有限公司"
"8877","2172",1,1,"江苏澳洋健康产业股份有限公司"
"8878","2174",1,1,"游族网络股份有限公司"
"8880","2175",1,1,"东方时代网络传媒股份有限公司"
"8882","2176",5,5,"江西特种电机股份有限公司"
"8891","2177",2,2,"广州御银科技股份有限公司"
"8895","2178",1,1,"上海延华智能科技(集团)股份有限公司"
"8897","2179",3,5,"中航光电科技股份有限公司"
"8905","2180",5,7,"纳思达股份有限公司"
"8915","2181",3,3,"广东广州日报传媒股份有限公司"
"8919","2183",19,39,"深圳市怡亚通供应链股份有限公司"
"8945","2184",4,5,"上海海得控制系统股份有限公司"
"8950","2185",8,11,"天水华天科技股份有限公司"
"8971","2186",2,2,"中国全聚德(集团)股份有限公司"
"8975","2187",5,14,"广州市广百股份有限公司"
"8990","2188",8,8,"巴士在线股份有限公司"
"8998","2189",11,12,"利达光电股份有限公司"
"9010","2191",8,8,"深圳劲嘉集团股份有限公司"
"9020","2192",1,1,"融捷股份有限公司"
"9022","2193",1,17,"山东如意毛纺服装集团股份有限公司"
"9056","2194",5,5,"武汉凡谷电子技术股份有限公司"
"9064","2195",1,1,"上海二三四五网络控股集团股份有限公司"
"9066","2196",2,2,"浙江方正电机股份有限公司"
"9070","2197",12,12,"深圳市证通电子股份有限公司"
"9090","2198",1,1,"广东嘉应制药股份有限公司"
"9092","2202",8,9,"新疆金风科技股份有限公司"
"9100","2202",8,9,"新彊金风科技股份有限公司"
"9105","2203",4,14,"浙江海亮股份有限公司"
"9111","2203",4,14,"浙江海亮股份有限公司盘管部"
"9113","2203",4,14,"浙江海亮股份有限公司管件部"
"9115","2204",4,4,"大连华锐重工集团股份有限公司"
"9119","2206",1,1,"浙江海利得新材料股份有限公司"
"9121","2210",1,1,"深圳市飞马国际供应链股份有限公司"
"9123","2211",1,1,"江苏宏达新材料股份有限公司"
"9124","2213",2,2,"深圳市特尔佳科技股份有限公司"
"9127","2214",2,2,"浙江大立科技股份有限公司"
"9131","2216",11,14,"三全食品股份有限公司"
"9147","2217",9,48,"合力泰科技股份有限公司"
"9185","2218",4,4,"深圳市拓日新能源科技股份有限公司"
"9190","2219",17,17,"恒康医疗集团股份有限公司"
"9207","2220",3,4,"大连天宝绿色食品股份有限公司"
"9214","2221",59,60,"东华能源股份有限公司"
"9274","2222",5,5,"福建福晶科技股份有限公司"
"9279","2223",2,2,"江苏鱼跃医疗设备股份有限公司"
"9282","2224",3,4,"三力士股份有限公司"
"9286","2225",2,2,"濮阳濮耐高温材料(集团)股份有限公司"
"9287","2225",2,2,"濮阳濮耐高温材料（集团）股份有限公司"
"9288","2226",3,3,"安徽江南化工股份有限公司"
"9292","2227",3,8,"深圳奥特迅电力设备股份有限公司"
"9298","2228",1,2,"厦门合兴包装印刷股份有限公司"
"9301","2229",4,4,"鸿博股份有限公司"
"9307","2230",8,19,"科大讯飞股份有限公司"
"9321","2231",4,4,"奥维通信股份有限公司"
"9328","2232",35,35,"启明信息技术股份有限公司"
"9365","2234",1,1,"山东民和牧业股份有限公司"
"9367","2235",3,3,"厦门安妮股份有限公司"
"9373","2236",40,106,"浙江大华技术股份有限公司"
"9512","2237",1,8,"山东恒邦冶炼股份有限公司"
"9528","2238",2,2,"深圳市天威视讯股份有限公司"
"9532","2239",1,3,"奥特佳新能源科技股份有限公司"
"9535","2240",2,2,"广东威华股份有限公司"
"9538","2241",2,23,"歌尔股份有限公司"
"9539","2241",2,23,"歌尔股份有限公司(安丘)"
"9542","2241",2,23,"歌尔股份有限公司(东方)"
"9547","2241",2,23,"歌尔股份有限公司（蓉花）"
"9549","2242",3,7,"九阳股份有限公司"
"9561","2243",2,2,"深圳市通产丽星股份有限公司"
"9564","2244",1,1,"杭州滨江房产集团股份有限公司"
"9565","2245",2,3,"江苏澳洋顺昌股份有限公司"
"9568","2246",4,4,"四川北方硝化棉股份有限公司"
"9576","2247",2,2,"浙江帝龙文化发展股份有限公司"
"9580","2248",2,2,"威海华东数控股份有限公司"
"9584","2249",1,4,"中山大洋电机股份有限公司"
"9592","2250",55,55,"联化科技股份有限公司"
"9648","2251",7,7,"步步高商业连锁股份有限公司"
"9660","2252",1,1,"上海莱士血液制品股份有限公司"
"9662","2253",1,1,"四川川大智胜软件股份有限公司"
"9664","2254",6,6,"烟台泰和新材料股份有限公司"
"9671","2255",1,1,"苏州海陆重工股份有限公司"
"9673","2256",1,1,"深圳市兆新能源股份有限公司"
"9675","2258",2,2,"利尔化学股份有限公司"
"9679","2260",1,1,"德奥通用航空股份有限公司"
"9681","2262",5,5,"江苏恩华药业股份有限公司"
"9690","2263",3,3,"浙江大东南股份有限公司"
"9694","2264",10,10,"新华都购物广场股份有限公司"
"9705","2265",3,3,"云南西仪工业股份有限公司"
"9711","2266",1,1,"浙富控股集团股份有限公司"
"9713","2268",2,2,"成都卫士通信息产业股份有限公司"
"9716","2269",14,15,"上海美特斯邦威服饰股份有限公司"
"9735","2271",5,54,"北京东方雨虹防水技术股份有限公司"
"9743","2272",103,4683,"四川川润股份有限公司"
"9848","2273",5,11,"浙江水晶光电科技股份有限公司"
"9854","2274",1,1,"江苏华昌化工股份有限公司"
"9856","2275",2,2,"桂林三金药业股份有限公司"
"9860","2276",2,10,"浙江万马股份有限公司"
"9880","2277",5,5,"湖南友谊阿波罗商业股份有限公司"
"9887","2278",1,1,"上海神开石油化工装备股份有限公司"
"9889","2279",1,1,"北京久其软件股份有限公司"
"9891","2280",5,5,"杭州联络互动信息科技股份有限公司"
"9899","2281",2,6,"武汉光迅科技股份有限公司"
"9905","2282",2,2,"博深工具股份有限公司"
"9908","2283",5,6,"天润曲轴股份有限公司"
"9916","2284",2,6,"浙江亚太机电股份有限公司"
"9920","2285",2,2,"深圳世联行集团股份有限公司"
"9921","2285",2,2,"深圳世联行地产顾问股份有限公司"
"9922","2286",2,2,"保龄宝生物股份有限公司"
"9926","2287",2,2,"西藏奇正藏药股份有限公司"
"9929","2288",1,1,"广东超华科技股份有限公司"
"9931","2289",1,1,"深圳市宇顺电子股份有限公司"
"9933","2291",12,13,"星期六股份有限公司"
"9951","2292",2,3,"奥飞娱乐股份有限公司"
"9955","2293",1,3,"罗莱生活科技股份有限公司"
"9957","2294",11,13,"深圳信立泰药业股份有限公司"
"9979","2295",1,1,"广东精艺金属股份有限公司"
"9981","2296",1,1,"河南辉煌科技股份有限公司"
"9983","2298",2,2,"安徽中电兴发与鑫龙科技股份有限公司"
"9987","2299",3,3,"福建圣农发展股份有限公司"
"9990","2300",2,2,"福建南平太阳电缆股份有限公司"
"9994","2301",17,17,"深圳齐心集团股份有限公司"
"10023","2302",3,3,"中建西部建设股份有限公司"
"10026","2303",5,5,"美盈森集团股份有限公司"
"10031","2305",12,4424,"南国置业股份有限公司"
"10044","2307",4,4,"新疆北新路桥集团股份有限公司"
"10052","2308",7,7,"威创集团股份有限公司"
"10063","2309",7,7,"江苏中利集团股份有限公司"
"10071","2309",7,7,"中利科技集团股份有限公司"
"10075","2310",77,77,"北京东方园林环境股份有限公司"
"10218","2311",16,2161,"广东海大集团股份有限公司"
"10237","2312",3,3,"成都三泰控股集团股份有限公司"
"10241","2313",8,15,"深圳日海通讯技术股份有限公司"
"10243","2313",8,15,"日海智能科技股份有限公司"
"10257","2314",2,2,"深圳市新南山控股(集团)股份有限公司"
"10260","2315",18,19,"焦点科技股份有限公司"
"10280","2316",2,2,"深圳键桥通讯技术股份有限公司"
"10282","2316",2,2,"深圳亚联发展科技股份有限公司"
"10283","2317",1,4,"广东众生药业股份有限公司"
"10285","2318",1,12,"浙江久立特材科技股份有限公司"
"10293","2321",1,1,"河南华英农业发展股份有限公司"
"10295","2322",1,1,"宁波理工环境能源科技股份有限公司"
"10297","2324",1,1,"上海普利特复合材料股份有限公司"
"10299","2325",5,5,"深圳洪涛集团股份有限公司"
"10301","2325",5,5,"深圳市洪涛装饰股份有限公司"
"10304","2326",1,1,"浙江永太科技股份有限公司"
"10306","2329",17,17,"皇氏集团股份有限公司"
"10324","2330",2,3,"山东得利斯食品股份有限公司"
"10329","2331",3,3,"安徽皖通科技股份有限公司"
"10333","2332",2,2,"浙江仙琚制药股份有限公司"
"10336","2334",5,5,"深圳市英威腾电气股份有限公司"
"10344","2335",9,9,"科华恒盛股份有限公司"
"10345","2335",9,9,"厦门科华恒盛股份有限公司"
"10356","2336",1,8,"人人乐连锁商业集团股份有限公司"
"10358","2337",1,1,"天津赛象科技股份有限公司"
"10360","2338",2,2,"长春奥普光电技术股份有限公司"
"10364","2339",11,12,"积成电子股份有限公司"
"10383","2340",19,22,"格林美股份有限公司"
"10405","2341",10,10,"深圳市新纶科技股份有限公司"
"10420","2342",7,7,"巨力索具股份有限公司"
"10429","2343",2,2,"慈文传媒股份有限公司"
"10431","2344",3,3,"海宁中国皮革城股份有限公司"
"10434","2345",124,1149,"广东潮宏基实业股份有限公司"
"10584","2345",124,1149,"潮宏基珠宝有限公司"
"10604","2346",3,3,"上海柘中集团股份有限公司"
"10607","2347",1,1,"泰尔重工股份有限公司"
"10608","2348",3,3,"广东高乐玩具股份有限公司"
"10610","2348",3,3,"广东高乐股份有限公司"
"10611","2349",3,3,"精华制药集团股份有限公司"
"10616","2350",6,6,"北京科锐配电自动化股份有限公司"
"10627","2351",1,1,"深圳市漫步者科技股份有限公司"
"10629","2352",3,3,"顺丰控股股份有限公司"
"10632","2353",2,13,"烟台杰瑞石油服务集团股份有限公司"
"10656","2354",1,1,"大连天神娱乐股份有限公司"
"10658","2355",1,1,"兴民智通(集团)股份有限公司"
"10660","2356",4,4,"深圳赫美集团股份有限公司"
"10667","2358",5,5,"河南森源电气股份有限公司"
"10675","2359",1,1,"北讯集团股份有限公司"
"10677","2361",1,1,"安徽神剑新材料股份有限公司"
"10679","2362",18,18,"汉王科技股份有限公司"
"10699","2363",1,1,"山东隆基机械股份有限公司"
"10701","2364",2,2,"杭州中恒电气股份有限公司"
"10704","2365",2,2,"潜江永安药业股份有限公司"
"10708","2367",50,51,"康力电梯股份有限公司"
"10807","2368",2,2,"太极计算机股份有限公司"
"10811","2369",3,3,"深圳市卓翼科技股份有限公司"
"10815","2370",1,1,"浙江亚太药业股份有限公司"
"10817","2371",3,3,"北方华创科技集团股份有限公司"
"10819","2371",3,3,"北京七星华创电子股份有限公司"
"10821","2372",37,37,"浙江伟星新型建材股份有限公司"
"10859","2373",1,1,"北京千方科技股份有限公司"
"10861","2374",1,1,"山东丽鹏股份有限公司"
"10863","2375",21,25,"浙江亚厦装饰股份有限公司"
"10893","2376",8,9,"山东新北洋信息技术股份有限公司"
"10905","2378",1,1,"崇义章源钨业股份有限公司"
"10907","2380",2,4,"南京科远自动化集团股份有限公司"
"10912","2381",1,1,"浙江双箭橡胶股份有限公司"
"10913","2383",1,1,"北京合众思壮科技股份有限公司"
"10915","2384",3,3,"苏州东山精密制造股份有限公司"
"10921","2385",1,1,"北京大北农科技集团股份有限公司"
"10922","2386",3,3,"宜宾天原集团股份有限公司"
"10926","2387",3,3,"维信诺科技股份有限公司"
"10927","2387",3,3,"黑牛食品股份有限公司"
"10930","2388",7,7,"深圳市新亚电子制程股份有限公司"
"10944","2389",1,2,"航天彩虹无人机股份有限公司"
"10945","2390",1,1,"贵州信邦制药股份有限公司"
"10947","2391",1,1,"江苏长青农化股份有限公司"
"10948","2394",3,15,"江苏联发纺织股份有限公司"
"10953","2395",3,3,"无锡双象超纤材料股份有限公司"
"10959","2396",11,15,"福建星网锐捷通讯股份有限公司"
"10982","2397",13,24,"湖南梦洁家纺股份有限公司"
"11011","2399",1,1,"深圳市海普瑞药业集团股份有限公司"
"11013","2400",4,28,"广东省广告集团股份有限公司"
"11066","2401",2,595,"中远海运科技股份有限公司"
"11101","2402",1,1,"深圳和而泰智能控制股份有限公司"
"11103","2403",18,18,"浙江爱仕达电器股份有限公司"
"11133","2404",3,38,"浙江嘉欣丝绸股份有限公司"
"11173","2405",1,7,"北京四维图新科技股份有限公司"
"11175","2406",3,3,"许昌远东传动轴股份有限公司"
"11179","2407",1,2,"多氟多化工股份有限公司"
"11183","2408",1,1,"淄博齐翔腾达化工股份有限公司"
"11185","2410",31,48,"广联达科技股份有限公司"
"11227","2411",1,1,"延安必康制药股份有限公司"
"11228","2412",3,3,"湖南汉森制药股份有限公司"
"11232","2413",2,2,"江苏雷科防务科技股份有限公司"
"11235","2414",4,4,"武汉高德红外股份有限公司"
"11243","2415",42,134,"杭州海康威视数字技术股份有限公司"
"11339","2416",35,35,"深圳市爱施德股份有限公司"
"11380","2417",4,4,"福建三元达通讯股份有限公司"
"11381","2417",4,4,"深南金科股份有限公司"
"11385","2418",15,15,"浙江康盛股份有限公司"
"11406","2419",11,73,"天虹商场股份有限公司"
"11495","2419",11,73,"天虹商场股份有限公司沙河天虹商场"
"11496","2419",11,73,"天虹商场股份有限公司天虹超市坂田彩生活店"
"11511","2420",3,4,"广州毅昌科技股份有限公司"
"11517","2421",3,3,"深圳达实智能股份有限公司"
"11522","2422",2,2,"四川科伦药业股份有限公司"
"11525","2423",1,1,"中原特钢股份有限公司"
"11527","2424",10,11,"贵州百灵企业集团制药股份有限公司"
"11547","2425",1,2,"凯撒(中国)文化股份有限公司"
"11549","2426",1,1,"苏州胜利精密制造科技股份有限公司"
"11551","2427",2,2,"浙江尤夫高新纤维股份有限公司"
"11554","2428",3,3,"云南临沧鑫圆锗业股份有限公司"
"11559","2429",2,10,"深圳市兆驰股份有限公司"
"11563","2430",8,8,"杭州杭氧股份有限公司"
"11571","2431",18,18,"棕榈生态城镇发展股份有限公司"
